Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,holiday,Easter,YearMonth
2015-05-11,835.8327967638293,0.0,19.75,11.0,,0,0,0,2015-05
2015-05-12,859.2010125076879,7.0,14.625,14.0,63.0,0,0,0,2015-05
2015-05-13,1070.7213036993444,7.0,11.875,16.0,21.0,0,0,0,2015-05
2015-05-14,1161.9273385412612,7.0,11.25,10.0,20.0,0,0,0,2015-05
2015-05-15,1224.9159187168834,6.0,13.5,9.0,,0,1,0,2015-05
2015-05-16,1384.317075972538,7.0,10.5,11.0,61.0,0,0,0,2015-05
2015-05-17,1265.423819460612,3.0,12.625,17.0,21.0,0,0,0,2015-05
2015-05-18,859.8088692750823,6.0,11.625,8.0,61.0,0,0,0,2015-05
2015-05-19,942.9181197231298,6.0,10.125,11.0,63.0,0,0,0,2015-05
2015-05-20,808.9287872020159,5.0,12.25,9.0,63.0,0,0,0,2015-05
2015-05-21,974.8188926401667,6.0,12.625,10.0,61.0,0,0,0,2015-05
2015-05-22,1003.2083835204924,4.0,17.0,12.0,,0,0,0,2015-05
2015-05-23,1290.402080168699,5.0,13.375,8.0,0.0,0,0,0,2015-05
2015-05-24,1428.045658874095,2.0,14.375,8.0,,0,0,0,2015-05
2015-05-25,1453.3165717276859,7.0,11.75,10.0,61.0,0,0,0,2015-05
2015-05-26,906.8370008251051,6.0,13.0,14.0,21.0,0,0,0,2015-05
2015-05-27,850.2683741453393,7.0,12.625,13.0,61.0,0,0,0,2015-05
2015-05-28,863.6784011302,6.0,13.125,12.0,63.0,0,0,0,2015-05
2015-05-29,940.3355174479483,6.0,14.625,8.0,61.0,0,0,0,2015-05
2015-05-30,1102.7330982916376,4.0,11.625,15.0,61.0,0,0,0,2015-05
2015-05-31,1017.6428445734347,7.0,14.5,10.0,61.0,0,0,0,2015-05
2015-06-01,935.9990189323196,5.0,14.25,16.0,,0,0,0,2015-06
2015-06-02,945.8124773820554,7.0,14.25,14.0,61.0,0,0,0,2015-06
2015-06-03,819.7817572041795,6.0,15.25,18.0,21.0,0,0,0,2015-06
2015-06-04,994.9150249139263,0.0,16.375,9.0,0.0,0,0,0,2015-06
2015-06-05,1019.1370424608003,0.0,22.625,9.0,,0,0,0,2015-06
2015-06-06,1282.0233631907427,3.0,18.5,19.0,10.0,0,0,0,2015-06
2015-06-07,1257.8462007663977,4.0,16.625,15.0,,0,0,0,2015-06
2015-06-08,1005.7011747632353,6.0,14.375,12.0,,0,0,0,2015-06
2015-06-09,889.4983836989096,3.0,15.25,8.0,,0,0,0,2015-06
2015-06-10,851.5011246599522,0.0,18.0,7.0,,0,0,0,2015-06
2015-06-11,834.1993921054025,1.0,16.0,10.0,,0,0,0,2015-06
2015-06-12,940.232746822671,0.0,20.25,10.0,,0,0,0,2015-06
2015-06-13,1245.0781809623013,6.0,21.875,12.0,61.0,0,0,0,2015-06
2015-06-14,1134.1820147333965,7.0,14.375,12.0,,0,0,0,2015-06
2015-06-15,1022.84126863471,8.0,13.625,11.0,21.0,0,0,0,2015-06
2015-06-16,848.8839848062141,7.0,13.625,14.0,,0,0,0,2015-06
2015-06-17,962.8832010518803,7.0,16.5,9.0,61.0,0,0,0,2015-06
2015-06-18,875.746513170135,7.0,13.25,13.0,61.0,0,0,0,2015-06
2015-06-19,973.8037875987968,7.0,14.25,14.0,61.0,0,0,0,2015-06
2015-06-20,1218.398621768507,5.0,17.125,13.0,,1,0,0,2015-06
2015-06-21,1152.2208767661282,6.0,15.75,6.0,,1,0,0,2015-06
2015-06-22,1082.8686541133463,5.0,13.5,8.0,61.0,1,0,0,2015-06
2015-06-23,1048.091262346599,5.0,16.5,10.0,21.0,1,0,0,2015-06
2015-06-24,1225.362385794509,8.0,12.625,14.0,61.0,1,0,0,2015-06
2015-06-25,1180.9520510547195,6.0,17.125,8.0,21.0,1,0,0,2015-06
2015-06-26,1285.531077246859,7.0,19.25,5.0,61.0,1,0,0,2015-06
2015-06-27,1632.9435838945315,7.0,19.375,16.0,61.0,1,0,0,2015-06
2015-06-28,1414.3962708900945,2.0,19.875,10.0,,1,0,0,2015-06
2015-06-29,1182.401187025634,3.0,21.5,12.0,,0,0,0,2015-06
2015-06-30,1162.4330859224049,3.0,20.25,9.0,,0,0,0,2015-06
2015-07-01,1007.4144730623914,0.0,23.125,13.0,,0,0,0,2015-07
2015-07-02,1003.2819740993759,0.0,27.375,12.0,,0,0,0,2015-07
2015-07-03,1107.2840245715024,1.0,25.625,10.0,,0,0,0,2015-07
2015-07-04,1418.6055021261668,0.0,26.5,10.0,,0,0,0,2015-07
2015-07-05,1262.603224993058,4.0,25.25,9.0,21.0,0,0,0,2015-07
2015-07-06,1140.995678141018,3.0,19.875,16.0,,0,0,0,2015-07
2015-07-07,1006.3808465165432,4.0,24.75,9.0,61.0,0,0,0,2015-07
2015-07-08,1105.361728127167,6.0,16.625,16.0,63.0,0,0,0,2015-07
2015-07-09,1035.8825274408493,6.0,14.375,24.0,61.0,0,0,0,2015-07
2015-07-10,1104.6657788122914,3.0,16.125,18.0,21.0,0,0,0,2015-07
2015-07-11,1303.5266400248947,6.0,17.75,9.0,21.0,0,0,0,2015-07
2015-07-12,1322.9871621319949,7.0,19.25,12.0,61.0,0,0,0,2015-07
2015-07-13,1162.4671317915345,6.0,19.375,11.0,,0,0,0,2015-07
2015-07-14,1193.4870214278983,3.0,19.625,9.0,0.0,0,0,0,2015-07
2015-07-15,1247.180514597159,3.0,20.125,14.0,,0,0,0,2015-07
2015-07-16,1126.7508619894688,4.0,18.75,7.0,,0,0,0,2015-07
2015-07-17,1116.1286020955426,4.0,23.25,12.0,21.0,0,0,0,2015-07
2015-07-18,1386.4150855875173,2.0,20.875,16.0,,0,0,0,2015-07
2015-07-19,1530.6062874819102,7.0,14.5,5.0,63.0,0,0,0,2015-07
2015-07-20,1203.731749327292,6.0,18.375,12.0,20.0,0,1,0,2015-07
2015-07-21,1262.6888503657756,3.0,21.375,16.0,0.0,0,1,0,2015-07
2015-07-22,1263.1154336247928,2.0,23.75,12.0,0.0,0,1,0,2015-07
2015-07-23,1376.9697292027563,5.0,18.375,12.0,61.0,0,1,0,2015-07
2015-07-24,1436.094279187791,7.0,19.375,10.0,,0,1,0,2015-07
2015-07-25,1395.0603159734894,6.0,20.0,10.0,95.0,0,1,0,2015-07
2015-07-26,1621.447810826834,5.0,16.75,19.0,61.0,0,1,0,2015-07
2015-07-27,1350.4685419600519,7.0,15.875,8.0,61.0,0,1,0,2015-07
2015-07-28,1395.2522394712646,7.0,17.375,15.0,63.0,0,1,0,2015-07
2015-07-29,1459.444372418696,5.0,14.875,12.0,61.0,0,1,0,2015-07
2015-07-30,1321.8434609131918,7.0,14.0,16.0,61.0,0,1,0,2015-07
2015-07-31,1492.8774758937348,7.0,15.875,15.0,,0,1,0,2015-07
2015-08-01,1652.828485407988,0.0,17.625,12.0,,0,1,0,2015-08
2015-08-02,1572.674162120205,0.0,21.5,8.0,,0,1,0,2015-08
2015-08-03,1429.7873189952006,0.0,26.0,7.0,,0,1,0,2015-08
2015-08-04,1453.3887723922055,2.0,26.5,15.0,61.0,0,1,0,2015-08
2015-08-05,1479.6861400346083,2.0,21.75,8.0,21.0,0,1,0,2015-08
2015-08-06,1517.1781152654305,1.0,27.625,6.0,,0,1,0,2015-08
2015-08-07,1545.08950987007,4.0,20.0,9.0,63.0,0,1,0,2015-08
2015-08-08,1800.496091694034,6.0,19.125,10.0,,0,1,0,2015-08
2015-08-09,1487.8705919746017,0.0,21.0,10.0,,0,1,0,2015-08
2015-08-10,1402.4719460315816,3.0,22.5,8.0,21.0,0,1,0,2015-08
2015-08-11,1299.7715258627677,4.0,22.125,7.0,,0,1,0,2015-08
2015-08-12,1424.190950942363,5.0,19.125,9.0,21.0,0,1,0,2015-08
2015-08-13,1391.2709039245124,0.0,20.75,13.0,0.0,0,1,0,2015-08
2015-08-14,1407.7092280183201,4.0,24.0,14.0,,0,1,0,2015-08
2015-08-15,1590.501276195638,7.0,20.875,8.0,61.0,0,1,0,2015-08
2015-08-16,1375.7807901115834,6.0,21.5,10.0,0.0,0,1,0,2015-08
2015-08-17,1227.081750155866,7.0,19.375,14.0,61.0,0,1,0,2015-08
2015-08-18,1295.5939546042678,7.0,19.25,13.0,21.0,0,1,0,2015-08
2015-08-19,1269.05368522865,3.0,19.625,8.0,5.0,0,1,0,2015-08
2015-08-20,1280.7604452838978,1.0,20.375,8.0,10.0,0,1,0,2015-08
2015-08-21,1376.502907490224,1.0,22.875,7.0,0.0,0,1,0,2015-08
2015-08-22,1658.4048405486633,0.0,23.5,12.0,,0,1,0,2015-08
2015-08-23,1525.2410894112202,0.0,21.625,18.0,0.0,0,1,0,2015-08
2015-08-24,1166.860000964215,6.0,20.75,8.0,,0,1,0,2015-08
2015-08-25,1237.5996709141687,6.0,17.75,12.0,21.0,0,1,0,2015-08
2015-08-26,1143.1468885527884,5.0,22.125,9.0,,0,1,0,2015-08
2015-08-27,1123.8448529406191,6.0,18.125,12.0,61.0,0,1,0,2015-08
2015-08-28,1237.6120586550255,2.0,19.625,11.0,20.0,0,1,0,2015-08
2015-08-29,1323.7510844934181,4.0,20.125,6.0,,0,1,0,2015-08
2015-08-30,1323.276299872724,5.0,19.375,10.0,21.0,0,0,0,2015-08
2015-08-31,1030.0768649621702,3.0,21.875,8.0,65.0,0,0,0,2015-08
2015-09-01,1033.807757488008,8.0,17.625,12.0,61.0,0,0,0,2015-09
2015-09-02,942.9860018206928,5.0,17.0,13.0,21.0,0,0,0,2015-09
2015-09-03,996.527503728066,3.0,17.75,8.0,,0,0,0,2015-09
2015-09-04,1082.128138843168,7.0,15.625,10.0,61.0,0,0,0,2015-09
2015-09-05,1363.9205582556156,5.0,14.125,20.0,61.0,0,0,0,2015-09
2015-09-06,1154.6533471821458,5.0,17.0,18.0,,0,0,0,2015-09
2015-09-07,1055.9948354540295,0.0,17.25,12.0,,0,0,0,2015-09
2015-09-08,942.3313060647029,2.0,17.5,9.0,0.0,0,0,0,2015-09
2015-09-09,947.3715166741329,1.0,16.875,10.0,,0,0,0,2015-09
2015-09-10,1000.7310478122226,1.0,17.625,14.0,,0,0,0,2015-09
2015-09-11,984.2760472783414,7.0,15.0,12.0,61.0,0,0,0,2015-09
2015-09-12,1314.471458449783,5.0,18.5,8.0,,0,0,0,2015-09
2015-09-13,1183.864046988578,6.0,18.5,5.0,20.0,0,0,0,2015-09
2015-09-14,973.751924497313,7.0,17.625,6.0,63.0,0,0,0,2015-09
2015-09-15,986.7973432589612,4.0,13.875,10.0,95.0,0,0,0,2015-09
2015-09-16,969.6849331078979,7.0,15.25,6.0,61.0,0,0,0,2015-09
2015-09-17,905.5840627291002,6.0,18.0,12.0,61.0,0,0,0,2015-09
2015-09-18,1028.8021105906187,5.0,17.25,10.0,0.0,0,0,0,2015-09
2015-09-19,1292.061426943977,7.0,15.25,7.0,61.0,0,0,0,2015-09
2015-09-20,1203.628026358719,3.0,15.625,15.0,21.0,0,0,0,2015-09
2015-09-21,930.059119917875,7.0,13.375,6.0,61.0,0,0,0,2015-09
2015-09-22,835.527010483549,7.0,14.25,7.0,61.0,0,0,0,2015-09
2015-09-23,904.9022682464735,7.0,14.0,5.0,20.0,0,0,0,2015-09
2015-09-24,852.3398320419893,3.0,16.0,11.0,0.0,0,0,0,2015-09
2015-09-25,890.664681455423,4.0,14.875,8.0,61.0,0,0,0,2015-09
2015-09-26,1172.60292310769,4.0,15.25,7.0,21.0,0,0,0,2015-09
2015-09-27,1127.471500787778,1.0,15.25,8.0,,0,0,0,2015-09
2015-09-28,883.4630612445084,2.0,14.625,7.0,0.0,0,0,0,2015-09
2015-09-29,877.4381836133149,2.0,15.625,9.0,0.0,0,0,0,2015-09
2015-09-30,879.344567687064,0.0,15.375,6.0,0.0,0,0,0,2015-09
2015-10-01,843.9017575339544,1.0,14.75,9.0,0.0,0,0,0,2015-10
2015-10-02,913.4621665199602,2.0,15.375,7.0,10.0,0,0,0,2015-10
2015-10-03,1101.6007466977858,2.0,14.375,9.0,0.0,0,0,0,2015-10
2015-10-04,1182.592558056756,6.0,15.625,7.0,45.0,0,0,0,2015-10
2015-10-05,1070.3535394391897,0.0,16.5,5.0,10.0,0,0,0,2015-10
2015-10-06,1030.925748763046,7.0,14.875,14.0,10.0,0,0,0,2015-10
2015-10-07,1019.197540064988,8.0,13.0,7.0,63.0,0,0,0,2015-10
2015-10-08,909.1303497419683,7.0,11.875,5.0,10.0,0,0,0,2015-10
2015-10-09,1048.858877947774,7.0,11.125,7.0,21.0,0,0,0,2015-10
2015-10-10,1201.230275223537,1.0,9.75,14.0,0.0,0,0,0,2015-10
2015-10-11,1283.3166911073522,0.0,10.25,13.0,5.0,0,0,0,2015-10
2015-10-12,1107.442422397838,0.0,8.625,12.0,5.0,0,0,0,2015-10
2015-10-13,937.6267663073802,7.0,7.75,10.0,61.0,0,0,0,2015-10
2015-10-14,979.5829960288241,7.0,9.0,11.0,61.0,0,0,0,2015-10
2015-10-15,1030.0461872412463,7.0,10.375,16.0,61.0,0,0,0,2015-10
2015-10-16,1139.4221510164036,7.0,10.0,14.0,61.0,0,0,0,2015-10
2015-10-17,1329.667018521431,7.0,10.75,9.0,61.0,0,0,0,2015-10
2015-10-18,965.4102747206045,8.0,11.125,10.0,61.0,0,0,0,2015-10
2015-10-19,987.6833910240885,6.0,9.25,7.0,0.0,0,1,0,2015-10
2015-10-20,971.3317042498738,7.0,10.25,8.0,20.0,0,1,0,2015-10
2015-10-21,1050.1903691671555,7.0,11.25,7.0,,0,1,0,2015-10
2015-10-22,986.5872665610204,7.0,12.25,10.0,61.0,0,1,0,2015-10
2015-10-23,1175.8359344169276,1.0,13.375,15.0,,0,1,0,2015-10
2015-10-24,1361.2686641379958,8.0,12.375,6.0,,0,1,0,2015-10
2015-10-25,1035.7983825280471,2.0,12.25,15.0,,0,1,0,2015-10
2015-10-26,986.277950394993,0.0,11.375,6.0,0.0,0,1,0,2015-10
2015-10-27,891.3468424546664,0.0,10.75,10.0,,0,1,0,2015-10
2015-10-28,882.1403330716114,1.0,11.25,10.0,5.0,0,1,0,2015-10
2015-10-29,898.8019815526103,2.0,10.5,4.0,10.0,0,1,0,2015-10
2015-10-30,927.5910486024229,7.0,11.375,5.0,10.0,0,1,0,2015-10
2015-10-31,1011.9763957140731,1.0,11.75,9.0,10.0,0,1,0,2015-10
2015-11-01,1112.330884194636,4.0,10.75,6.0,10.0,0,0,0,2015-11
2015-11-02,873.9055613961766,8.0,9.75,5.0,10.0,0,0,0,2015-11
2015-11-03,756.6058267690163,7.0,5.125,4.0,45.0,0,0,0,2015-11
2015-11-04,696.1792577665408,1.0,8.0,4.0,10.0,0,0,0,2015-11
2015-11-05,844.195238789603,6.0,13.375,5.0,61.0,0,0,0,2015-11
2015-11-06,709.2797067414189,8.0,13.75,6.0,61.0,0,0,0,2015-11
2015-11-07,873.6195026671894,7.0,14.625,9.0,61.0,0,0,0,2015-11
2015-11-08,1210.5844638348726,1.0,13.0,12.0,,0,0,0,2015-11
2015-11-09,790.1238249610622,5.0,12.0,15.0,21.0,0,0,0,2015-11
2015-11-10,661.6772215670127,7.0,15.0,18.0,61.0,0,0,0,2015-11
2015-11-11,724.2683881549564,8.0,13.625,12.0,61.0,0,0,0,2015-11
2015-11-12,734.5804312697369,2.0,13.125,17.0,0.0,0,0,0,2015-11
2015-11-13,779.0935983581221,4.0,11.75,19.0,21.0,0,0,0,2015-11
2015-11-14,943.7340697667853,4.0,8.125,14.0,21.0,0,0,0,2015-11
2015-11-15,1086.677912290298,7.0,8.5,4.0,61.0,0,0,0,2015-11
2015-11-16,773.9870790411215,7.0,12.25,12.0,53.0,0,0,0,2015-11
2015-11-17,695.0151006676961,7.0,10.75,8.0,21.0,0,0,0,2015-11
2015-11-18,653.6129315970389,6.0,10.75,19.0,21.0,0,0,0,2015-11
2015-11-19,724.8363583386131,7.0,10.125,20.0,61.0,0,0,0,2015-11
2015-11-20,637.7429849144889,7.0,7.75,9.0,61.0,0,0,0,2015-11
2015-11-21,918.9910101405553,7.0,4.5,15.0,63.0,0,0,0,2015-11
2015-11-22,988.6147520248859,7.0,2.25,18.0,73.0,0,0,0,2015-11
2015-11-23,941.4565020991148,4.0,3.125,8.0,,0,0,0,2015-11
2015-11-24,819.7002785011099,7.0,3.125,14.0,61.0,0,0,0,2015-11
2015-11-25,819.8161449241213,7.0,5.125,7.0,61.0,0,0,0,2015-11
2015-11-26,968.23691915938,0.0,5.5,7.0,,0,0,0,2015-11
2015-11-27,911.8692142854267,7.0,5.25,11.0,,0,0,0,2015-11
2015-11-28,1117.4171037314866,2.0,6.125,11.0,61.0,0,0,0,2015-11
2015-11-29,1242.0100573373763,7.0,8.25,15.0,63.0,0,0,0,2015-11
2015-11-30,855.3716796700216,5.0,5.75,18.0,61.0,0,0,0,2015-11
2015-12-01,850.6853794713234,6.0,6.75,10.0,21.0,0,0,0,2015-12
2015-12-02,796.6943985310531,7.0,10.5,9.0,21.0,0,0,0,2015-12
2015-12-03,899.4181507269417,8.0,9.125,8.0,61.0,0,0,0,2015-12
2015-12-04,747.1094941881853,6.0,9.25,17.0,61.0,0,0,0,2015-12
2015-12-05,966.790608350252,6.0,9.0,14.0,61.0,0,0,0,2015-12
2015-12-06,1122.3575242783925,7.0,10.875,19.0,20.0,0,0,0,2015-12
2015-12-07,657.2980076918358,6.0,8.25,3.0,,0,0,0,2015-12
2015-12-08,868.5081794395946,0.0,10.75,8.0,0.0,0,0,0,2015-12
2015-12-09,834.1212777680732,3.0,8.75,12.0,21.0,0,0,0,2015-12
2015-12-10,886.6224006554324,7.0,6.625,13.0,21.0,0,0,0,2015-12
2015-12-11,813.2379047199031,5.0,6.125,11.0,63.0,0,0,0,2015-12
2015-12-12,1212.256969711116,3.0,6.875,10.0,61.0,0,0,0,2015-12
2015-12-13,1184.070283244665,1.0,5.25,9.0,,0,0,0,2015-12
2015-12-14,684.0995777973782,7.0,3.625,6.0,21.0,0,0,0,2015-12
2015-12-15,709.2499235461587,7.0,5.5,8.0,61.0,0,0,0,2015-12
2015-12-16,697.2473769069239,8.0,6.25,7.0,10.0,0,0,0,2015-12
2015-12-17,782.1082549622633,7.0,11.875,9.0,53.0,0,0,0,2015-12
2015-12-18,765.3284170460768,8.0,10.375,15.0,61.0,0,0,0,2015-12
2015-12-19,929.7118202828319,6.0,11.375,10.0,0.0,0,0,0,2015-12
2015-12-20,891.7548690569096,5.0,12.5,9.0,,0,0,0,2015-12
2015-12-21,752.5002961759303,7.0,10.25,14.0,21.0,0,1,0,2015-12
2015-12-22,863.8728101510525,7.0,11.25,17.0,61.0,0,1,0,2015-12
2015-12-23,1012.6804763947206,6.0,10.375,20.0,61.0,0,1,0,2015-12
2015-12-24,1191.493045254776,3.0,8.375,11.0,61.0,0,1,0,2015-12
2015-12-27,997.8805758445286,7.0,10.875,15.0,61.0,0,1,0,2015-12
2015-12-28,1028.6370528092416,8.0,4.75,11.0,,0,1,0,2015-12
2015-12-29,1084.563288079671,7.0,5.125,11.0,,0,1,0,2015-12
2015-12-30,1385.084884713538,8.0,5.25,9.0,0.0,0,1,0,2015-12
2015-12-31,3014.9158882862816,7.0,2.0,10.0,61.0,0,1,0,2015-12
2016-01-02,1202.5857814550686,8.0,0.0,16.0,10.0,0,1,0,2016-01
2016-01-03,934.2733598675957,7.0,-5.5,13.0,0.0,0,1,0,2016-01
2016-01-04,803.0361087665439,5.0,-6.0,15.0,10.0,0,1,0,2016-01
2016-01-05,821.9313978757706,1.0,-3.625,14.0,5.0,0,1,0,2016-01
2016-01-06,658.4146001472885,0.0,-3.0,12.0,5.0,0,1,0,2016-01
2016-01-07,743.8138921577064,7.0,-4.0,13.0,22.0,0,0,0,2016-01
2016-01-08,637.4469273538796,7.0,1.75,20.0,61.0,0,0,0,2016-01
2016-01-09,871.4732679328393,4.0,2.875,6.0,21.0,0,0,0,2016-01
2016-01-10,826.955422486571,7.0,2.125,8.0,63.0,0,0,0,2016-01
2016-01-11,705.5558747924886,7.0,2.5,6.0,45.0,0,0,0,2016-01
2016-01-12,673.6778617668252,7.0,4.0,8.0,63.0,0,0,0,2016-01
2016-01-13,644.0848656424921,8.0,1.875,14.0,61.0,0,0,0,2016-01
2016-01-14,709.3130261738232,6.0,1.75,6.0,10.0,0,0,0,2016-01
2016-01-15,687.8200042437807,7.0,2.125,12.0,10.0,0,0,0,2016-01
2016-01-16,906.6542889062559,7.0,0.5,5.0,10.0,0,0,0,2016-01
2016-01-17,1013.7139351468278,3.0,-1.375,9.0,,0,0,0,2016-01
2016-01-18,613.8540788245841,6.0,-1.75,6.0,10.0,0,0,0,2016-01
2016-01-19,643.0967318801003,7.0,-2.5,10.0,73.0,0,0,0,2016-01
2016-01-20,668.4470579370342,7.0,-1.625,8.0,28.0,0,0,0,2016-01
2016-01-21,741.4307042739565,4.0,-4.875,5.0,20.0,0,0,0,2016-01
2016-01-22,730.8440954250143,1.0,-3.0,7.0,10.0,0,0,0,2016-01
2016-01-23,756.0816189419252,6.0,3.125,6.0,49.0,0,0,0,2016-01
2016-01-24,995.782209389401,7.0,5.125,7.0,10.0,0,0,0,2016-01
2016-01-25,715.7394297933279,8.0,9.0,9.0,45.0,0,0,0,2016-01
2016-01-26,675.0493020775475,7.0,7.875,9.0,,0,0,0,2016-01
2016-01-27,709.2024324760977,7.0,10.375,15.0,61.0,0,0,0,2016-01
2016-01-28,712.049635547222,5.0,6.75,16.0,21.0,0,0,0,2016-01
2016-01-29,705.888490932472,7.0,8.125,17.0,61.0,0,0,0,2016-01
2016-01-30,818.5015989236458,7.0,6.625,17.0,65.0,0,0,0,2016-01
2016-01-31,949.2808391593485,6.0,4.125,13.0,61.0,0,0,0,2016-01
2016-02-01,836.4696388360157,7.0,7.875,21.0,61.0,0,0,0,2016-02
2016-02-02,935.4508530158822,6.0,7.5,20.0,61.0,0,0,0,2016-02
2016-02-03,951.7548637635641,6.0,4.75,15.0,61.0,0,0,0,2016-02
2016-02-04,1100.1214671637163,5.0,4.25,12.0,22.0,0,0,0,2016-02
2016-02-05,927.0325431236611,7.0,4.5,10.0,61.0,0,0,0,2016-02
2016-02-06,1183.28740242988,7.0,9.375,11.0,21.0,0,0,0,2016-02
2016-02-07,1329.3454519817374,6.0,9.75,12.0,21.0,0,0,0,2016-02
2016-02-08,787.1409937711912,7.0,8.5,16.0,63.0,0,0,0,2016-02
2016-02-09,920.2671803182686,5.0,6.75,15.0,61.0,0,0,0,2016-02
2016-02-10,779.8975351273984,7.0,3.75,9.0,61.0,0,0,0,2016-02
2016-02-11,932.0093944953028,7.0,5.25,7.0,61.0,0,0,0,2016-02
2016-02-12,759.9999914337229,7.0,3.5,6.0,61.0,0,0,0,2016-02
2016-02-13,1192.300605542719,6.0,2.0,8.0,20.0,0,0,0,2016-02
2016-02-14,1232.2856278442705,8.0,2.875,20.0,61.0,0,0,0,2016-02
2016-02-15,901.034912669222,8.0,0.75,14.0,,0,0,0,2016-02
2016-02-16,927.4655283682897,0.0,2.125,5.0,,0,0,0,2016-02
2016-02-17,948.6155550684778,1.0,1.75,10.0,0.0,0,0,0,2016-02
2016-02-18,1004.301332975889,5.0,1.875,6.0,10.0,0,0,0,2016-02
2016-02-19,983.295543420555,7.0,3.25,6.0,61.0,0,0,0,2016-02
2016-02-20,1171.7607081068713,7.0,6.0,12.0,61.0,0,0,0,2016-02
2016-02-21,1428.4055125574414,7.0,6.875,12.0,61.0,0,0,0,2016-02
2016-02-22,608.4051521655254,6.0,5.875,15.0,61.0,0,0,0,2016-02
2016-02-23,735.2505722725191,4.0,6.125,17.0,61.0,0,0,0,2016-02
2016-02-24,686.9386221921535,3.0,4.0,15.0,61.0,0,0,0,2016-02
2016-02-25,666.5831146011918,6.0,3.5,10.0,53.0,0,0,0,2016-02
2016-02-26,659.370167680057,6.0,3.625,8.0,,0,0,0,2016-02
2016-02-27,875.9269780596418,4.0,1.5,5.0,45.0,0,0,0,2016-02
2016-02-28,1108.1345334649939,1.0,3.5,6.0,0.0,0,0,0,2016-02
2016-02-29,649.0194566916623,7.0,2.125,10.0,0.0,0,0,0,2016-02
2016-03-01,667.579764741583,5.0,2.25,8.0,,0,0,0,2016-03
2016-03-02,631.4374518375629,7.0,5.0,16.0,63.0,0,0,0,2016-03
2016-03-03,643.1310176558217,7.0,4.75,5.0,21.0,0,0,0,2016-03
2016-03-04,663.3085734182101,2.0,3.875,9.0,10.0,0,0,0,2016-03
2016-03-05,810.0362951481555,8.0,3.25,5.0,61.0,0,0,0,2016-03
2016-03-06,941.6612337135952,7.0,4.5,11.0,10.0,0,0,0,2016-03
2016-03-07,749.5533400251016,6.0,4.75,10.0,20.0,0,0,0,2016-03
2016-03-08,801.6879614790114,6.0,5.0,10.0,61.0,0,0,0,2016-03
2016-03-09,778.213298490763,0.0,6.75,9.0,5.0,0,0,0,2016-03
2016-03-10,788.9531684262611,8.0,4.375,11.0,10.0,0,0,0,2016-03
2016-03-11,818.7351097302471,8.0,3.5,11.0,,0,0,0,2016-03
2016-03-12,972.0013038845462,8.0,2.75,7.0,0.0,0,0,0,2016-03
2016-03-13,1164.8347828988642,8.0,0.875,8.0,10.0,0,0,0,2016-03
2016-03-14,719.1704411349664,8.0,5.0,8.0,10.0,0,0,0,2016-03
2016-03-15,851.2933893637605,5.0,5.75,12.0,61.0,0,0,0,2016-03
2016-03-16,851.6609664164324,1.0,6.375,11.0,0.0,0,0,0,2016-03
2016-03-17,902.0499018929286,0.0,9.25,12.0,0.0,0,0,0,2016-03
2016-03-18,857.5612849154995,8.0,5.375,9.0,21.0,0,0,0,2016-03
2016-03-19,1044.4924986149608,7.0,6.0,15.0,45.0,0,0,0,2016-03
2016-03-20,1229.8237671410234,6.0,8.625,15.0,61.0,0,0,0,2016-03
2016-03-21,848.8904644276333,7.0,7.5,19.0,61.0,0,0,0,2016-03
2016-03-22,868.8399348777956,7.0,8.125,13.0,61.0,0,0,0,2016-03
2016-03-23,941.6711076302247,1.0,9.125,13.0,,0,0,0,2016-03
2016-03-26,1662.0053839141872,1.0,9.75,9.0,0.0,0,1,1,2016-03
2016-03-27,1428.8249678652642,7.0,8.625,12.0,61.0,0,1,1,2016-03
2016-03-28,1311.9512620540377,6.0,11.625,18.0,61.0,0,1,1,2016-03
2016-03-29,904.0852613811909,6.0,10.0,13.0,21.0,0,1,0,2016-03
2016-03-30,830.2784481223583,5.0,8.5,15.0,61.0,0,1,0,2016-03
2016-03-31,909.7639845087259,4.0,9.0,13.0,21.0,0,1,0,2016-03
2016-04-01,965.5867704699341,0.0,9.125,7.0,,0,1,0,2016-04
2016-04-02,1025.7697470302232,3.0,12.75,8.0,,0,1,0,2016-04
2016-04-03,948.2145297531389,7.0,15.5,5.0,21.0,0,1,0,2016-04
2016-04-04,789.2803832523731,6.0,17.375,6.0,21.0,0,1,0,2016-04
2016-04-05,717.8272418734347,7.0,10.0,7.0,61.0,0,1,0,2016-04
2016-04-06,778.9490362414924,6.0,11.125,12.0,61.0,0,1,0,2016-04
2016-04-07,785.4335529563391,6.0,8.625,13.0,21.0,0,1,0,2016-04
2016-04-08,722.8421436730368,6.0,9.0,9.0,63.0,0,1,0,2016-04
2016-04-09,931.1423519916807,4.0,10.125,11.0,0.0,0,1,0,2016-04
2016-04-10,1010.4049507752486,7.0,10.875,13.0,,0,0,0,2016-04
2016-04-11,762.1068198600221,1.0,10.0,15.0,5.0,0,0,0,2016-04
2016-04-12,752.6543758080029,6.0,8.0,9.0,61.0,0,0,0,2016-04
2016-04-13,736.2153780198554,5.0,9.75,11.0,10.0,0,0,0,2016-04
2016-04-14,787.1501242810479,6.0,10.0,8.0,0.0,0,0,0,2016-04
