Date,Revenue,CloudCover,Temperature,WindSpeed,WeatherCode,WeatherCategory,KielWeek,holiday,Easter,id,Warengruppe,YearMonth,IsWeekend,IsNewYears,IsHalloween,DayOfYear,sin_1y,cos_1y,sin_2y,cos_2y,DayOfWeek,sin_1w,cos_1w
2015-11-28,1117.4171037314866,2.0,6.125,11.0,61.0,4.0,0,0.0,0.0,,,2015-11,1,0,0,332,-0.5412984521036173,0.8408305333122887,-0.9102805323268018,0.41399197150045597,5,-0.9749279121818236,-0.2225209339563146
2015-11-29,1242.0100573373763,7.0,8.25,15.0,63.0,5.0,0,0.0,0.0,,,2015-11,1,0,0,333,-0.5267547528105542,0.8500173118187018,-0.895501317943504,0.44505886078298396,6,-0.7818314824680299,0.6234898018587334
2015-11-30,855.3716796700216,5.0,5.75,18.0,61.0,4.0,0,0.0,0.0,,,2015-11,0,0,0,334,-0.5120551783114646,0.8589525565270845,-0.8796622089871292,0.47559898872882833,0,0.0,1.0
2015-12-01,850.6853794713234,6.0,6.75,10.0,21.0,3.0,0,0.0,0.0,,,2015-12,0,0,0,335,-0.4972040784469378,0.8676336233547726,-0.8627819522593745,0.5055762087514626,1,0.7818314824680298,0.6234898018587336
2015-12-02,796.6943985310531,7.0,10.5,9.0,21.0,3.0,0,0.0,0.0,,,2015-12,0,0,0,336,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192,2,0.9749279121818236,-0.22252093395631434
2015-12-03,899.4181507269417,8.0,9.125,8.0,61.0,4.0,0,0.0,0.0,,,2015-12,0,0,0,337,-0.46706492487743034,0.8842230238742036,-0.8259791204413983,0.5637007118984807,3,0.43388373911755823,-0.900968867902419
2015-12-04,747.1094941881853,6.0,9.25,17.0,61.0,4.0,0,0.0,0.0,,,2015-12,0,0,0,338,-0.451785789832884,0.8921264484954345,-0.8061001043286311,0.5917792002101544,4,-0.433883739117558,-0.9009688679024191
2015-12-05,966.790608350252,6.0,9.0,14.0,61.0,4.0,0,0.0,0.0,,,2015-12,1,0,0,339,-0.4363729641045924,0.8997658785476209,-0.7852670068439961,0.6191572723971441,5,-0.9749279121818236,-0.2225209339563146
2015-12-06,1122.3575242783925,7.0,10.875,19.0,20.0,3.0,0,0.0,0.0,,,2015-12,1,0,0,340,-0.42083100859565564,0.9071390534005044,-0.7635044855580851,0.6458025244087264,6,-0.7818314824680299,0.6234898018587334
2015-12-07,657.2980076918358,6.0,8.25,3.0,,1.0,0,0.0,0.0,,,2015-12,0,0,0,341,-0.4051645224207563,0.9142437912130223,-0.7408382980859317,0.6716834195431209,0,0.0,1.0
2015-12-08,868.5081794395946,0.0,10.75,8.0,0.0,1.0,0,0.0,0.0,,,2015-12,0,0,0,342,-0.3893781415452015,0.9210779895789526,-0.717295271600886,0.6967693257736101,1,0.7818314824680298,0.6234898018587336
2015-12-09,834.1212777680732,3.0,8.75,12.0,21.0,3.0,0,0.0,0.0,,,2015-12,0,0,0,343,-0.37347653741307074,0.9276396261490467,-0.6929032710826029,0.7210305520038863,2,0.9749279121818236,-0.22252093395631434
2015-12-10,886.6224006554324,7.0,6.625,13.0,21.0,3.0,0,0.0,0.0,,,2015-12,0,0,0,344,-0.3574644155648614,0.9339267592294762,-0.6676911663366994,0.7444383832097442,3,0.43388373911755823,-0.900968867902419
2015-12-11,813.2379047199031,5.0,6.125,11.0,63.0,5.0,0,0.0,0.0,,,2015-12,0,0,0,345,-0.34134651424503615,0.9399375283564133,-0.641688797825113,0.7669651144255266,4,-0.433883739117558,-0.9009688679024191
2015-12-12,1212.256969711116,3.0,6.875,10.0,61.0,4.0,0,0.0,0.0,,,2015-12,1,0,0,346,-0.3251276029999093,0.9456701548465688,-0.6149269413476359,0.7885840835350667,5,-0.9749279121818236,-0.2225209339563146
2015-12-13,1184.070283244665,1.0,5.25,9.0,,1.0,0,0.0,0.0,,,2015-12,1,0,0,347,-0.30881248126625377,0.9511229423235357,-0.587437271616382,0.8092697028283593,6,-0.7818314824680299,0.6234898018587334
2015-12-14,684.0995777973782,7.0,3.625,6.0,21.0,3.0,0,0.0,0.0,,,2015-12,0,0,0,348,-0.29240597695107734,0.9562942772197719,-0.5592523247663436,0.828997489286572,0,0.0,1.0
2015-12-15,709.2499235461587,7.0,5.5,8.0,61.0,4.0,0,0.0,0.0,,,2015-12,0,0,0,349,-0.27591294500296043,0.9611826292540837,-0.5304054598463659,0.8477440935595867,1,0.7818314824680298,0.6234898018587336
2015-12-16,697.2473769069239,8.0,6.25,7.0,10.0,1.0,0,0.0,0.0,,,2015-12,0,0,0,350,-0.2593382659754056,0.9657865518844574,-0.5009308193361626,0.8654873276017396,2,0.9749279121818236,-0.22252093395631434
2015-12-17,782.1082549622633,7.0,11.875,9.0,53.0,4.0,0,0.0,0.0,,,2015-12,0,0,0,351,-0.2426868445825954,0.9701046827361175,-0.4708632887360563,0.8822061909330864,3,0.43388373911755823,-0.900968867902419
2015-12-18,765.3284170460768,8.0,10.375,15.0,61.0,4.0,0,0.0,0.0,,,2015-12,0,0,0,352,-0.22596360824801906,0.974135744004672,-0.4402384552773285,0.8978808954950716,4,-0.433883739117558,-0.9009688679024191
2015-12-19,929.7118202828319,6.0,11.375,10.0,0.0,1.0,0,0.0,0.0,,,2015-12,1,0,0,353,-0.20917350564635637,0.9778785428342386,-0.40909256580197667,0.9124928890712274,5,-0.9749279121818236,-0.2225209339563146
2015-12-20,891.7548690569096,5.0,12.5,9.0,,1.0,0,0.0,0.0,,,2015-12,1,0,0,354,-0.19232150523909483,0.9813319716704275,-0.3774624838618108,0.9260248772451376,6,-0.7818314824680299,0.6234898018587334
2015-12-21,752.5002961759303,7.0,10.25,14.0,21.0,3.0,0,1.0,0.0,,,2015-12,0,0,0,355,-0.17541259380427843,0.9844950085880858,-0.345385646087603,0.9384608438697104,0,0.0,1.0
2015-12-22,863.8728101510525,7.0,11.25,17.0,61.0,4.0,0,1.0,0.0,,,2015-12,0,0,0,356,-0.15845177496083632,0.9873667175937016,-0.3129000178799537,0.949786070023521,1,0.7818314824680298,0.6234898018587336
2015-12-23,1012.6804763947206,6.0,10.375,20.0,61.0,4.0,0,1.0,0.0,,,2015-12,0,0,0,357,-0.14144406768794202,0.9899462489023779,-0.2800440484743445,0.9599871514317777,2,0.9749279121818236,-0.22252093395631434
2015-12-24,1191.493045254776,3.0,8.375,11.0,61.0,4.0,0,1.0,0.0,,,2015-12,0,0,0,358,-0.12439450483979998,0.9922328391893008,-0.2468566254334839,0.9690520143313219,3,0.43388373911755823,-0.900968867902419
2015-12-27,997.8805758445286,7.0,10.875,15.0,61.0,4.0,0,1.0,0.0,,,2015-12,1,0,0,361,-0.07304518821104743,0.9973286321364752,-0.14570011528535065,0.9893288009584253,6,-0.7818314824680299,0.6234898018587334
2015-12-28,1028.6370528092416,8.0,4.75,11.0,,1.0,0,1.0,0.0,,,2015-12,0,0,0,362,-0.05587875690537313,0.9984375616565666,-0.11158289958600157,0.9937551290534204,0,0.0,1.0
2015-12-29,1084.563288079671,7.0,5.125,11.0,,1.0,0,1.0,0.0,,,2015-12,0,0,0,363,-0.03869579017652689,0.9992510374388481,-0.07733361695682096,0.9970052716452285,1,0.7818314824680298,0.6234898018587336
2015-12-30,1385.084884713538,8.0,5.25,9.0,0.0,1.0,0,1.0,0.0,,,2015-12,0,0,0,364,-0.021501372740813793,0.999768818762748,-0.04299280405372191,0.9990753819405211,2,0.9749279121818236,-0.22252093395631434
2015-12-31,3014.9158882862816,7.0,2.0,10.0,61.0,4.0,0,1.0,0.0,,,2015-12,0,1,0,365,-0.004300592702981974,0.9999907524084426,-0.008601105865714402,0.9999630098048061,3,0.43388373911755823,-0.900968867902419
2016-01-02,1202.5857814550686,8.0,0.0,16.0,10.0,1.0,0,1.0,0.0,,,2016-01,1,0,0,2,0.03439806061360801,0.9994082116062598,0.06875540848113941,0.9976335468520451,5,-0.9749279121818236,-0.2225209339563146
2016-01-03,934.2733598675957,7.0,-5.5,13.0,0.0,1.0,0,1.0,0.0,,,2016-01,1,0,0,3,0.051584366869408364,0.9986686402879997,0.10303137904317879,0.9946781061893646,6,-0.7818314824680299,0.6234898018587334
2016-01-04,803.0361087665439,5.0,-6.0,15.0,10.0,1.0,0,1.0,0.0,,,2016-01,0,0,0,4,0.06875540848113941,0.9976335468520451,0.13718540405660057,0.9905453876091833,0,0.0,1.0
2016-01-05,821.9313978757706,1.0,-3.625,14.0,5.0,1.0,0,1.0,0.0,,,2016-01,0,0,0,5,0.08590610426133272,0.9963032375991965,0.17117705961019986,0.985240282501282,1,0.7818314824680298,0.6234898018587336
2016-01-06,658.4146001472885,0.0,-3.0,12.0,5.0,1.0,0,1.0,0.0,,,2016-01,0,0,0,6,0.10303137904317879,0.9946781061893646,0.20496611396949532,0.9787690698649216,2,0.9749279121818236,-0.22252093395631434
2016-01-07,743.8138921577064,7.0,-4.0,13.0,22.0,3.0,0,0.0,0.0,,,2016-01,0,0,0,7,0.1201261651823505,0.9927586335250793,0.23851257519407648,0.9711394088771653,3,0.43388373911755823,-0.900968867902419
2016-01-08,637.4469273538796,7.0,1.75,20.0,61.0,4.0,0,0.0,0.0,,,2016-01,0,0,0,8,0.13718540405660057,0.9905453876091833,0.2717767384711357,0.9623603298276545,4,-0.433883739117558,-0.9009688679024191
2016-01-09,871.4732679328393,4.0,2.875,6.0,21.0,3.0,0,0.0,0.0,,,2016-01,1,0,0,9,0.1542040475626894,0.988039023376751,0.3047192331091634,0.9524422234305676,5,-0.9749279121818236,-0.2225209339563146
2016-01-10,826.955422486571,7.0,2.125,8.0,63.0,5.0,0,0.0,0.0,,,2016-01,1,0,0,10,0.17117705961019986,0.985240282501282,0.3373010691361842,0.9413968285264122,6,-0.7818314824680299,0.6234898018587334
2016-01-11,705.5558747924886,7.0,2.5,6.0,45.0,2.0,0,0.0,0.0,,,2016-01,0,0,0,11,0.18809941761179758,0.9821499931752291,0.3694836834473831,0.9292372181882051,0,0.0,1.0
2016-01-12,673.6778617668252,7.0,4.0,8.0,63.0,5.0,0,0.0,0.0,,,2016-01,0,0,0,12,0.20496611396949532,0.9787690698649216,0.4012289854475009,0.9159777842484877,1,0.7818314824680298,0.6234898018587336
2016-01-13,644.0848656424921,8.0,1.875,14.0,61.0,4.0,0,0.0,0.0,,,2016-01,0,0,0,13,0.22177215755648186,0.975098513039961,0.4324994021339788,0.901634220265486,2,0.9749279121818236,-0.22252093395631434
2016-01-14,709.3130261738232,6.0,1.75,6.0,10.0,1.0,0,0.0,0.0,,,2016-01,0,0,0,14,0.23851257519407648,0.9711394088771653,0.4632579225674917,0.88622350294858,3,0.43388373911755823,-0.900968867902419
2016-01-15,687.8200042437807,7.0,2.125,12.0,10.0,1.0,0,0.0,0.0,,,2016-01,0,0,0,15,0.2551824131233728,0.9668929289391521,0.49346814167723735,0.8697638720650646,4,-0.433883739117558,-0.9009688679024191
2016-01-16,906.6542889062559,7.0,0.5,5.0,10.0,1.0,0,0.0,0.0,,,2016-01,1,0,0,16,0.2717767384711357,0.9623603298276545,0.5230943033491326,0.8522748088519838,5,-0.9749279121818236,-0.2225209339563146
2016-01-17,1013.7139351468278,3.0,-1.375,9.0,,1.0,0,0.0,0.0,,,2016-01,1,0,0,17,0.2882906407095177,0.9575429528116719,0.5521013427459208,0.8337770129585915,6,-0.7818314824680299,0.6234898018587334
2016-01-18,613.8540788245841,6.0,-1.75,6.0,10.0,1.0,0,0.0,0.0,,,2016-01,0,0,0,18,0.3047192331091634,0.9524422234305676,0.580454927809098,0.8142923779467267,0,0.0,1.0
2016-01-19,643.0967318801003,7.0,-2.5,10.0,73.0,6.0,0,0.0,0.0,,,2016-01,0,0,0,19,0.321057654185271,0.9470596510722283,0.6081214998935418,0.7938439653781019,1,0.7818314824680298,0.6234898018587336
2016-01-20,668.4470579370342,7.0,-1.625,8.0,28.0,2.0,0,0.0,0.0,,,2016-01,0,0,0,20,0.3373010691361842,0.9413968285264122,0.6350683134867438,0.7724559775191742,2,0.9749279121818236,-0.22252093395631434
2016-01-21,741.4307042739565,4.0,-4.875,5.0,20.0,3.0,0,0.0,0.0,,,2016-01,0,0,0,21,0.3534446712740877,0.9354554315134164,0.6612634749656386,0.7501537286959042,3,0.43388373911755823,-0.900968867902419
2016-01-22,730.8440954250143,1.0,-3.0,7.0,10.0,1.0,0,0.0,0.0,,,2016-01,0,0,0,22,0.3694836834473831,0.9292372181882051,0.6866759803451553,0.726963615332308,4,-0.433883739117558,-0.9009688679024191
2016-01-23,756.0816189419252,6.0,3.125,6.0,49.0,2.0,0,0.0,0.0,,,2016-01,1,0,0,23,0.38541335945432564,0.9227440286201427,0.7112757519738152,0.7029130847082615,5,-0.9749279121818236,-0.2225209339563146
2016-01-24,995.782209389401,7.0,5.125,7.0,10.0,1.0,0,0.0,0.0,,,2016-01,1,0,0,24,0.4012289854475009,0.9159777842484877,0.7350336741329412,0.6780306024735382,6,-0.7818314824680299,0.6234898018587334
2016-01-25,715.7394297933279,8.0,9.0,9.0,45.0,2.0,0,0.0,0.0,,,2016-01,0,0,0,25,0.4169258813287287,0.908940487313808,0.7579216274973472,0.6523456189565257,0,0.0,1.0
2016-01-26,675.0493020775475,7.0,7.875,9.0,,1.0,0,0.0,0.0,,,2016-01,0,0,0,26,0.4324994021339788,0.901634220265486,0.7799125224167177,0.6258885343075018,1,0.7818314824680298,0.6234898018587336
2016-01-27,709.2024324760977,7.0,10.375,15.0,61.0,4.0,0,0.0,0.0,,,2016-01,0,0,0,27,0.44794493940789115,0.8940611451454876,0.8009803309782905,0.5986906625177214,2,0.9749279121818236,-0.22252093395631434
2016-01-28,712.049635547222,5.0,6.75,16.0,21.0,3.0,0,0.0,0.0,,,2016-01,0,0,0,28,0.4632579225674917,0.88622350294858,0.8211001178128892,0.5707841943569036,3,0.43388373911755823,-0.900968867902419
2016-01-29,705.888490932472,7.0,8.125,17.0,61.0,4.0,0,0.0,0.0,,,2016-01,0,0,0,29,0.4784338202547012,0.8781236129591848,0.8402480696078469,0.5422021592729844,4,-0.433883739117558,-0.9009688679024191
2016-01-30,818.5015989236458,7.0,6.625,17.0,65.0,5.0,0,0.0,0.0,,,2016-01,1,0,0,30,0.49346814167723735,0.8697638720650646,0.8584015232918917,0.512978386299228,5,-0.9749279121818236,-0.2225209339563146
2016-01-31,949.2808391593485,6.0,4.125,13.0,61.0,4.0,0,0.0,0.0,,,2016-01,1,0,0,31,0.5083564379375122,0.8611467540480452,0.8755389928586302,0.4831474640149687,6,-0.7818314824680299,0.6234898018587334
2016-02-01,836.4696388360157,7.0,7.875,21.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,32,0.5230943033491326,0.8522748088519838,0.8916401947968874,0.45274469960737107,0,0.0,1.0
2016-02-02,935.4508530158822,6.0,7.5,20.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,33,0.5376773767406141,0.8431506618282,0.9066860720977985,0.4218060770826634,1,0.7818314824680298,0.6234898018587336
2016-02-03,951.7548637635641,6.0,4.75,15.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,34,0.5521013427459208,0.8337770129585915,0.9206588168102428,0.3903682146763026,2,0.9749279121818236,-0.22252093395631434
2016-02-04,1100.1214671637163,5.0,4.25,12.0,22.0,3.0,0,0.0,0.0,,,2016-02,0,0,0,35,0.5663619330814524,0.8241566360566663,0.9335418911179212,0.35846832151248087,3,0.43388373911755823,-0.900968867902419
2016-02-05,927.0325431236611,7.0,4.5,10.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,36,0.580454927809098,0.8142923779467267,0.945320046913132,0.3261441535642696,4,-0.433883739117558,-0.9009688679024191
2016-02-06,1183.28740242988,7.0,9.375,11.0,21.0,3.0,0,0.0,0.0,,,2016-02,1,0,0,37,0.5943761565849831,0.804187157621448,0.9559793438440766,0.2934339689665273,5,-0.9749279121818236,-0.2225209339563146
2016-02-07,1329.3454519817374,6.0,9.75,12.0,21.0,3.0,0,0.0,0.0,,,2016-02,1,0,0,38,0.6081214998935418,0.7938439653781019,0.9655071658143364,0.2603764827344581,6,-0.7818314824680299,0.6234898018587334
2016-02-08,787.1409937711912,7.0,8.5,16.0,63.0,5.0,0,0.0,0.0,,,2016-02,0,0,0,39,0.6216868902665479,0.7832658619336791,0.9738922359149924,0.22701082094141847,0,0.0,1.0
2016-02-09,920.2671803182686,5.0,6.75,15.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,40,0.6350683134867438,0.7724559775191742,0.981124629771712,0.19337647441020586,1,0.7818314824680298,0.6234898018587336
2016-02-10,779.8975351273984,7.0,3.75,9.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,41,0.6482618097757122,0.7614175109532997,0.9871957872910085,0.15951325197263655,2,0.9749279121818236,-0.22252093395631434
2016-02-11,932.0093944953028,7.0,5.25,7.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,42,0.6612634749656386,0.7501537286959042,0.992098522791769,0.12546123335273648,3,0.43388373911755823,-0.900968867902419
2016-02-12,759.9999914337229,7.0,3.5,6.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,43,0.6740694616546161,0.7386679638813748,0.9958270335100595,0.09126072172931188,4,-0.433883739117558,-0.9009688679024191
2016-02-13,1192.300605542719,6.0,2.0,8.0,20.0,3.0,0,0.0,0.0,,,2016-02,1,0,0,44,0.6866759803451553,0.726963615332308,0.998376906467142,0.056952196034039754,5,-0.9749279121818236,-0.2225209339563146
2016-02-14,1232.2856278442705,8.0,2.875,20.0,61.0,4.0,0,0.0,0.0,,,2016-02,1,0,0,45,0.6990793005655562,0.7150441465537444,0.9997451236925734,0.022576263041545485,6,-0.7818314824680299,0.6234898018587334
2016-02-15,901.034912669222,8.0,0.75,14.0,,1.0,0,0.0,0.0,,,2016-02,0,0,0,46,0.7112757519738152,0.7029130847082615,0.9999300657962057,-0.011826390691832589,0,0.0,1.0
2016-02-16,927.4655283682897,0.0,2.125,5.0,,1.0,0,0.0,0.0,,,2016-02,0,0,0,47,0.7232617254437388,0.6905740195722294,0.9989315138848577,-0.046215046983708354,1,0.7818314824680298,0.6234898018587336
2016-02-17,948.6155550684778,1.0,1.75,10.0,0.0,1.0,0,0.0,0.0,,,2016-02,0,0,0,48,0.7350336741329412,0.6780306024735382,0.9967506498213929,-0.08054900421874167,2,0.9749279121818236,-0.22252093395631434
2016-02-18,1004.301332975889,5.0,1.875,6.0,10.0,1.0,0,0.0,0.0,,,2016-02,0,0,0,49,0.746588114532413,0.6652865452111116,0.9933900548258936,-0.11478762552212701,3,0.43388373911755823,-0.900968867902419
2016-02-19,983.295543420555,7.0,3.25,6.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,50,0.7579216274973472,0.6523456189565257,0.9888537064205885,-0.1488903868564548,4,-0.433883739117558,-0.9009688679024191
2016-02-20,1171.7607081068713,7.0,6.0,12.0,61.0,4.0,0,0.0,0.0,,,2016-02,1,0,0,51,0.7690308592589181,0.6392116531380588,0.9831469737221499,-0.1828169249850199,5,-0.9749279121818236,-0.2225209339563146
2016-02-21,1428.4055125574414,7.0,6.875,12.0,61.0,4.0,0,0.0,0.0,,,2016-02,1,0,0,52,0.7799125224167177,0.6258885343075018,0.9762766110869321,-0.21652708524481437,6,-0.7818314824680299,0.6234898018587334
2016-02-22,608.4051521655254,6.0,5.875,15.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,53,0.7905633969115482,0.612380204990065,0.9682507501166718,-0.2499809690726521,0,0.0,1.0
2016-02-23,735.2505722725191,4.0,6.125,17.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,54,0.8009803309782905,0.5986906625177214,0.9590788900341131,-0.28313898122818354,1,0.7818314824680298,0.6234898018587336
2016-02-24,686.9386221921535,3.0,4.0,15.0,61.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,55,0.8111602420785621,0.5848239578463322,0.9487718864399473,-0.31596187665790293,2,0.9749279121818236,-0.22252093395631434
2016-02-25,666.5831146011918,6.0,3.5,10.0,53.0,4.0,0,0.0,0.0,,,2016-02,0,0,0,56,0.8211001178128892,0.5707841943569036,0.9373419384643772,-0.3484108069446808,3,0.43388373911755823,-0.900968867902419
2016-02-26,659.370167680057,6.0,3.625,8.0,,1.0,0,0.0,0.0,,,2016-02,0,0,0,57,0.8307970168121247,0.5565755266413303,0.9248025743285089,-0.38044736628785164,4,-0.433883739117558,-0.9009688679024191
2016-02-27,875.9269780596418,4.0,1.5,5.0,45.0,2.0,0,0.0,0.0,,,2016-02,1,0,0,58,0.8402480696078469,0.5422021592729844,0.9111686353326631,-0.41203363695942635,5,-0.9749279121818236,-0.2225209339563146
2016-02-28,1108.1345334649939,1.0,3.5,6.0,0.0,1.0,0,0.0,0.0,,,2016-02,1,0,0,59,0.8494504794814806,0.527668345562516,0.8964562582905575,-0.44313223418263453,6,-0.7818314824680299,0.6234898018587334
2016-02-29,649.0194566916623,7.0,2.125,10.0,0.0,1.0,0,0.0,0.0,,,2016-02,0,0,0,60,0.8584015232918917,0.512978386299228,0.8806828564301475,-0.47370635037968,0,0.0,1.0
2016-03-01,667.579764741583,5.0,2.25,8.0,,1.0,0,0.0,0.0,,,2016-03,0,0,0,61,0.8670985522812081,0.4981366284784055,0.8638670987837349,-0.503719798736334,1,0.7818314824680298,0.6234898018587336
2016-03-02,631.4374518375629,7.0,5.0,16.0,63.0,5.0,0,0.0,0.0,,,2016-03,0,0,0,62,0.8755389928586302,0.4831474640149687,0.8460288880917339,-0.533137056031809,2,0.9749279121818236,-0.22252093395631434
2016-03-03,643.1310176558217,7.0,4.75,5.0,21.0,3.0,0,0.0,0.0,,,2016-03,0,0,0,63,0.8837203473619977,0.4680153284438345,0.8271893372462497,-0.5619233046832195,3,0.43388373911755823,-0.900968867902419
2016-03-04,663.3085734182101,2.0,3.875,9.0,10.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,64,0.8916401947968874,0.45274469960737107,0.8073707443023492,-0.5900444739548627,4,-0.433883739117558,-0.9009688679024191
2016-03-05,810.0362951481555,8.0,3.25,5.0,61.0,4.0,0,0.0,0.0,,,2016-03,1,0,0,65,0.8992961915530253,0.4373400963303323,0.7865965660866021,-0.6174672802835514,5,-0.9749279121818236,-0.2225209339563146
2016-03-06,941.6612337135952,7.0,4.5,11.0,10.0,1.0,0,0.0,0.0,,,2016-03,1,0,0,66,0.9066860720977985,0.4218060770826634,0.7648913904341226,-0.6441592666722685,6,-0.7818314824680299,0.6234898018587334
2016-03-07,749.5533400251016,6.0,4.75,10.0,20.0,3.0,0,0.0,0.0,,,2016-03,0,0,0,67,0.9138076496466615,0.40614723863057883,0.742280907086982,-0.6700888411055113,0,0.0,1.0
2016-03-08,801.6879614790114,6.0,5.0,10.0,61.0,4.0,0,0.0,0.0,,,2016-03,0,0,0,68,0.9206588168102428,0.3903682146763026,0.7187918772884232,-0.6952253139408722,1,0.7818314824680298,0.6234898018587336
2016-03-09,778.213298490763,0.0,6.75,9.0,5.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,69,0.9272375462179537,0.374473674486883,0.6944521021088763,-0.719538934232584,2,0.9749279121818236,-0.22252093395631434
2016-03-10,788.9531684262611,8.0,4.375,11.0,10.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,70,0.9335418911179212,0.35846832151248087,0.6692903895412567,-0.7430009249440493,3,0.43388373911755823,-0.900968867902419
2016-03-11,818.7351097302471,8.0,3.5,11.0,,1.0,0,0.0,0.0,,,2016-03,0,0,0,71,0.9395699859530622,0.342356891994542,0.6433365204044917,-0.765583517007675,4,-0.433883739117558,-0.9009688679024191
2016-03-12,972.0013038845462,8.0,2.75,7.0,0.0,1.0,0,0.0,0.0,,,2016-03,1,0,0,72,0.945320046913132,0.3261441535642696,0.6166212130956382,-0.7872599821916922,5,-0.9749279121818236,-0.2225209339563146
2016-03-13,1164.8347828988642,8.0,0.875,8.0,10.0,1.0,0,0.0,0.0,,,2016-03,1,0,0,73,0.9507903724625832,0.3098349038318025,0.5891760872322963,-0.8080046647350754,6,-0.7818314824680299,0.6234898018587334
2016-03-14,719.1704411349664,8.0,5.0,8.0,10.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,74,0.9559793438440766,0.2934339689665273,0.5610336262283677,-0.8277930117131022,0,0.0,1.0
2016-03-15,851.2933893637605,5.0,5.75,12.0,61.0,4.0,0,0.0,0.0,,,2016-03,0,0,0,75,0.9608854255574977,0.27694620226893646,0.5322271388474397,-0.8466016020976267,1,0.7818314824680298,0.6234898018587336
2016-03-16,851.6609664164324,1.0,6.375,11.0,0.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,76,0.9655071658143364,0.2603764827344581,0.5027907197793043,-0.8644081744776648,2,0.9749279121818236,-0.22252093395631434
2016-03-17,902.0499018929286,0.0,9.25,12.0,0.0,1.0,0,0.0,0.0,,,2016-03,0,0,0,77,0.969843196967294,0.24372971360968387,0.47275920928627757,-0.881191653407483,3,0.43388373911755823,-0.900968867902419
2016-03-18,857.5612849154995,8.0,5.375,9.0,21.0,3.0,0,0.0,0.0,,,2016-03,0,0,0,78,0.9738922359149924,0.22701082094141847,0.44216815196707204,-0.8969321743510065,4,-0.433883739117558,-0.9009688679024191
2016-03-19,1044.4924986149608,7.0,6.0,15.0,45.0,2.0,0,0.0,0.0,,,2016-03,1,0,0,79,0.9776530844816641,0.2102247521189836,0.4110537546870351,-0.9116111071930239,5,-0.9749279121818236,-0.2225209339563146
2016-03-20,1229.8237671410234,6.0,8.625,15.0,61.0,4.0,0,0.0,0.0,,,2016-03,1,0,0,80,0.981124629771712,0.19337647441020586,0.37945284372454435,-0.925211078289358,6,-0.7818314824680299,0.6234898018587334
2016-03-21,848.8904644276333,7.0,7.5,19.0,61.0,4.0,0,0.0,0.0,,,2016-03,0,0,0,81,0.984305844499033,0.17647097349152166,0.3474028211842774,-0.9377159910299093,0,0.0,1.0
2016-03-22,868.8399348777956,7.0,8.125,13.0,61.0,4.0,0,0.0,0.0,,,2016-03,0,0,0,82,0.9871957872910085,0.15951325197263655,0.31494162072895193,-0.9491110448902284,1,0.7818314824680298,0.6234898018587336
2016-03-23,941.6711076302247,1.0,9.125,13.0,,1.0,0,0.0,0.0,,,2016-03,0,0,0,83,0.9897936029670716,0.14250832791617088,0.2821076626819194,-0.9593827529490743,2,0.9749279121818236,-0.22252093395631434
2016-03-26,1662.0053839141872,1.0,9.75,9.0,0.0,1.0,0,1.0,1.0,,,2016-03,1,0,0,86,0.9958270335100595,0.09126072172931188,0.18175978759137534,-0.9833429613388902,5,-0.9749279121818236,-0.2225209339563146
2016-03-27,1428.8249678652642,7.0,8.625,12.0,61.0,4.0,0,1.0,1.0,,,2016-03,1,0,0,87,0.9972495210773451,0.07411742515094437,0.14782713347053048,-0.9890132145779883,6,-0.7818314824680299,0.6234898018587334
2016-03-28,1311.9512620540377,6.0,11.625,18.0,61.0,4.0,0,1.0,1.0,,,2016-03,0,0,0,88,0.998376906467142,0.056952196034039754,0.11371951458594969,-0.9935128947338007,0,0.0,1.0
2016-03-29,904.0852613811909,6.0,10.0,13.0,21.0,3.0,0,1.0,0.0,,,2016-03,0,0,0,89,0.9992088560679753,0.03977011384605572,0.07947729992362097,-0.9968366760893436,1,0.7818314824680298,0.6234898018587336
2016-03-30,830.2784481223583,5.0,8.5,15.0,61.0,4.0,0,1.0,0.0,,,2016-03,0,0,0,90,0.9997451236925734,0.022576263041545485,0.04514101777397193,-0.9989806246941579,2,0.9749279121818236,-0.22252093395631434
